File Name,Duration (seconds),File Size with Header (bytes),Transcription
IISc_VaaniProject_M_BR_EastChamparan_Saks43655_1509550000_TGNLMO_203968_4238_6926.wav,2.688,87314,ARA SAD CURE CAFISAY RELING LA DO
IISc_VaaniProject_M_BR_EastChamparan_Jaya63169_1048190000_BHPG_112542_10630_13318.wav,2.688,87314,UTA A CHUM ILL CA OFF MON DE CAA
IISc_VaaniProject_M_BR_EastChamparan_Jaya63169_1051440000_BHOTHER_112569_15132_17820.wav,2.688,87314,KEPO SHAKI BEARDE THE CRAN HARIBARI
IISc_VaaniProject_M_WB_North24Parganas_Souv81827_1633130000_WBN24PAT_193498_995_3683.wav,2.688,87314,RITY OF TETIM STED BEN GOCUINDEUR
IISc_VaaniProject_M_WB_North24Parganas_Anki39376_0708370000_WBN24PWP_131614_7420_10108.wav,2.688,87314,IVON SHO DID TEK TE LARE WRONG HAIR
IISc_VaaniProject_M_WB_North24Parganas_Susm56080_1536150000_WBN24PRAS_204428_13406_16094.wav,2.688,87314,BONKE TOO LOW HARD AILING TYPERGI OETI
IISc_VaaniProject_M_WB_North24Parganas_Paye35093_1138320000_WBN24PMQ_228701_5200_7888.wav,2.688,87314,E CANY DO TOO PURY BACK ADAKASTAT CHE
IISc_VaaniProject_M_WB_North24Parganas_Smit50629_1532100000_BHGGFIM_363854_1597_4285.wav,2.688,87314,E TILL THE DAY I DID THE HOME THE HOM O HE
IISc_VaaniProject_M_WB_North24Parganas_Chan82050_1627160000_BHECHBR_356400_15809_18497.wav,2.688,87314,QUESTION ENY MAKE NEACH OTHER TI MAKE IT EFFOR THAT TO
IISc_VaaniProject_M_WB_North24Parganas_Saya15110_1007260000_WBN24PIT_295416_731_3419.wav,2.688,87314,AE O REDY ECTIUTORELIN DEDOLA
IISc_VaaniProject_M_WB_North24Parganas_Saya02469_0803160000_WBN24PDA_271307_5890_8578.wav,2.688,87314,IVON CASAMNI RETION GUDOLO IT
IISc_VaaniProject_M_WB_North24Parganas_Anki39376_0533570000_WBN24PTHP_255582_7515_10203.wav,2.688,87314,IBON A ONI GADS PALA DE TIPATI
IISc_VaaniProject_M_WB_North24Parganas_Subh22057_1605520000_WBN24PBK_193549_21869_24557.wav,2.688,87314,ETA DU CANCULAL DE HEDC
IISc_VaaniProject_M_WB_North24Parganas_Rimj99858_1052020000_KTCMOTHER_248790_5829_8517.wav,2.688,87314,THA CHA MAK E LO DACTY WI TEL
IISc_VaaniProject_M_WB_North24Parganas_Tump63331_1505480000_BHJHME_115733_1929_4617.wav,2.688,87314,UNACTY THE BULL DA HAD A
IISc_VaaniProject_M_WB_North24Parganas_Prit81724_0703570000_WBN24PTD_295117_15600_18288.wav,2.688,87314,ETITE OFF HIS WINDER THI SHOW
IISc_VaaniProject_M_WB_North24Parganas_Hiya34465_0429360000_WBN24PFO_295563_10278_12966.wav,2.688,87314,PIPILERMOTHOATI DERMAT CANE
IISc_VaaniProject_M_WB_North24Parganas_Tump63331_1532070000_BHARCA_352125_9242_11930.wav,2.688,87314,NEDOOLTO DAGGARING LOFTY DADIATI
IISc_VaaniProject_M_WB_North24Parganas_Anis59603_1812390000_WBN24POTHER_295850_4448_7136.wav,2.688,87314,E DONA BOY DELIKE A POOR FERAR
IISc_VaaniProject_M_WB_North24Parganas_Arpi05677_1025170000_WBN24POTHER_295890_1252_3940.wav,2.688,87314,I MAY ACT OF AS WULD YO DO CONDICTABAT SISI
IISc_VaaniProject_M_WB_North24Parganas_Sudi23460_0915090000_WBN24PGA_34227_14929_17617.wav,2.688,87314,EWON DOLY WIT YO FOOLY GIT YOUKOP SHON DOR BAGAN
IISc_VaaniProject_M_WB_North24Parganas_Anir88851_1501190000_WBN24PWP_131604_15132_17820.wav,2.688,87314,US SA THA THOU SHE WAS SHE QUAITE E GLASS TE HEADS
IISc_VaaniProject_M_WB_North24Parganas_Rony62870_1811410000_WBN24PSTF_284526_1875_4563.wav,2.688,87314,OTO TAKE YID AS PECT HE WUL HAV IA TO
IISc_VaaniProject_M_WB_North24Parganas_Rina89187_0234340000_WBN24PBU_193633_1137_3825.wav,2.688,87314,AGE ROBY DITA THEIR CASAT TO I DIDAS
IISc_VaaniProject_M_WB_North24Parganas_Isan79877_0613390000_APVDAF_171820_5091_7779.wav,2.688,87314,UDIN MOW ABOU THE TE SUPTE CONDUGTED TO DO OR MAKING
IISc_VaaniProject_M_WB_North24Parganas_Apar21864_0504080000_WBN24PHIC_295487_15092_17780.wav,2.688,87314,IBON ONICTAR EBONDURI DE CADET HE
IISc_VaaniProject_M_WB_North24Parganas_Tapa63031_1557150000_APCTFE_94466_9425_12113.wav,2.688,87314,ATATUL VEDIZE GADEBEGNIEZI
IISc_VaaniProject_M_WB_North24Parganas_Subh01796_1704130000_APVCO_74600_11144_13832.wav,2.688,87314,WHOITISH HAMLET DI GE BALI RACARAREET
IISc_VaaniProject_M_WB_North24Parganas_Rony62870_1819020000_WBN24PDAF_156077_4827_7515.wav,2.688,87314,E TO MAKE GATE THAT IT A HAVE TO TO ERTE
IISc_VaaniProject_M_WB_North24Parganas_Rina89187_0605460000_WBN24PHC_220237_9675_12363.wav,2.688,87314,PARGULE BACHE SA LOIDI GORA
IISc_VaaniProject_M_WB_North24Parganas_Subh01796_2031080000_BHGJTO_192503_15688_18376.wav,2.688,87314,LAL RONGE BATURBI DOIRIVE
IISc_VaaniProject_M_WB_North24Parganas_Rimj99858_1124250000_WBN24PEX_220429_9810_12498.wav,2.688,87314,MATIGODI ANAMANO NANANOCOMAD
IISc_VaaniProject_M_WB_North24Parganas_Puna65553_1415520000_WBN24PGOB_213393_16900_19588.wav,2.688,87314,SOMBE READING THE BLUCARAREM OF THE PALAT
IISc_VaaniProject_M_WB_North24Parganas_Sour42630_1120140000_BHBSRMS_168322_3040_5728.wav,2.688,87314,SANCID TO TASHO MY VOLLIN ON OER TER
IISc_VaaniProject_M_WB_North24Parganas_Anis59603_1838070000_WBN24PHE_213411_9912_12600.wav,2.688,87314,A DEAR MURCY HOMIA PUTTY SHOBER OF WOMAN
IISc_VaaniProject_M_WB_North24Parganas_Susm56080_1554300000_WBN24POTHER_295353_6100_8788.wav,2.688,87314,IBOMICIN A NON AND ROCOME JOHN THROUGHPA THE RETE
IISc_VaaniProject_M_WB_North24Parganas_Pusp28459_1027230000_JKJEV_370379_690_3378.wav,2.688,87314,EH WILL WE DEAD THE EIGHTY BE YE MIDY
IISc_VaaniProject_M_WB_North24Parganas_Soha70370_1503510000_TGKTR_211532_8429_11117.wav,2.688,87314,A ROM BESIDE TO KI TO JUDG JOCKAR AS A MON TO
IISc_VaaniProject_M_WB_North24Parganas_Sour33438_2102360000_AMP_133332_12559_15247.wav,2.688,87314,UDAR AFASAID SO BE FOR DOED
IISc_VaaniProject_M_WB_North24Parganas_Bita77027_1600470000_BHARCA_352144_7942_10630.wav,2.688,87314,AT THAT TILLE GIDIRADERETE
IISc_VaaniProject_M_WB_North24Parganas_Adit24727_0635330000_WBN24PMT_295287_1401_4089.wav,2.688,87314,TEQIRY ONSULAD FOOTRO SOMREY NO DEARSE
IISc_VaaniProject_S_WestBengal_North24Parganas_96022_10896499_TGKRE_7930_7761_10449.wav,2.688,87314,NONTONAS AT YOKITU ROIS YE
IISc_VaaniProject_M_WB_North24Parganas_Kani03506_1449060000_WBN24PUN_228876_11645_14333.wav,2.688,87314,SHOR BY SHADA ON MIL DAMMA PO TE BUCHEATE
IISc_VaaniProject_M_WB_North24Parganas_Anis59603_1834130000_WBN24POTHER_295459_379_3067.wav,2.688,87314,BO YOU DON HE CAN ATLE GOD POTTO
IISc_VaaniProject_M_WB_North24Parganas_Pusp28459_1036580000_SH_109467_5017_7705.wav,2.688,87314,THE UNSTATIONARY OR MOODY IBWEEK EAMER
IISc_VaaniProject_M_WB_North24Parganas_Rina89187_0243430000_WBN24PFM_271269_1015_3703.wav,2.688,87314,SHOBIDI TE THE CASATSE IT DEPOP
IISc_VaaniProject_M_WB_North24Parganas_Abhi28547_1933230000_APATFE_93638_7339_10027.wav,2.688,87314,DO POPILE IRE GUARGIN THEIR HADA CHAR
IISc_VaaniProject_M_WB_North24Parganas_Saya57764_2005340000_WBN24PFAR_220236_11821_14509.wav,2.688,87314,EACH MAN ABODLED IT AT AT OR NUBE BURLER
IISc_VaaniProject_M_WB_North24Parganas_Subh22057_1558270000_TGKTR_217866_1760_4448.wav,2.688,87314,I CONNECT A DUTO ODER ROD THE HECHE
IISc_VaaniProject_M_WB_North24Parganas_Souv70890_1728250000_WBN24PHEC_295495_1564_4252.wav,2.688,87314,IFDIRECDA ROP AT  WELLOV CIL THE
IISc_VaaniProject_M_WB_North24Parganas_Sour42630_1133450000_WBN24PFM_271272_1320_4008.wav,2.688,87314,NECT THE BODY TO BE THE CA DARADATI
IISc_VaaniProject_M_WB_North24Parganas_Hite76878_1022100000_APATHEC_134341_5917_8605.wav,2.688,87314,GOLECTI BOLLID WHOPALLE PARDEER
IISc_VaaniProject_M_WB_North24Parganas_Priy02112_1304230000_WBN24PSEP_295181_12763_15451.wav,2.688,87314,ACTOR JOLLY TRO PO JEHADITY
IISc_VaaniProject_M_WB_North24Parganas_Sudi34066_0938590000_WBN24PGT_34269_731_3419.wav,2.688,87314,AGE O BIDIDAMLADDITE WATI
IISc_VaaniProject_M_AP_Vishakap_sikh49248_1607250000_APVOTHER_276576_21376_24064.wav,2.688,87314,ALAN NINGAMAN TIGO ECORICIS AN O
IISc_VaaniProject_M_AP_Vishakap_Gant11814_1414490000_APVCG_94247_12096_14784.wav,2.688,87314,SCOLLA MUNDY CHILD OP BLANDS HAVE YO O NA
IISc_VaaniProject_M_AP_Vishakap_INNA35570_1203190000_APVMQ_164535_2848_5536.wav,2.688,87314,IDI NOLO ANTE SLABOMENON LOVER VANBISION
IISc_VaaniProject_M_AP_Vishakap_Gant11814_1555480000_APATHEC_236911_5077_7765.wav,2.688,87314,MANTEMAMATELY SCONELO ONOBOUT ANBELE
IISc_VaaniProject_M_AP_Vishakap_02010532_0532330000_BHJHAC_137521_3808_6496.wav,2.688,87314,SO I GOT YOUR BOOTET YOR GLOV AND MI MA
IISc_VaaniProject_M_AP_Vishakap_tina49358_1345560000_BHJHBA_9414_14613_17301.wav,2.688,87314,O LOKACALLANDAS A ON TEN MANTER
IISc_VaaniProject_M_AP_Vishakap_02010532_0542160000_BHGJSTF_3118_12373_15061.wav,2.688,87314,CAS POR COOK WAS BORNED IN NINEQIMMON GATCER
IISc_VaaniProject_M_AP_Vishakap_INNA35570_1639400000_CGBMEX_346492_2624_5312.wav,2.688,87314,BUT CONTIGORNITY AUTOMANI STODENTE COMPESIN
IISc_VaaniProject_M_AP_Vishakap_SAna99305_1129370000_APVTE_254988_21376_24064.wav,2.688,87314,INA RIGARAPENA I TE TITI DENA PUTENCE OR
IISc_VaaniProject_M_AP_Vishakap_jank49661_1317340000_APATEL_97374_20906_23594.wav,2.688,87314,TALUMAN YE MART LET THAT IS GOOD HIS WUND OR MAR
IISc_VaaniProject_M_AP_Vishakap_MSya12584_0936110000_JKJHE_313390_11008_13696.wav,2.688,87314,AKARTENOTIS GREEN CALLALONE THE ANTIVIQI
IISc_VaaniProject_M_AP_Vishakap_Bhav37132_1324000000_APVBE_77129_9045_11733.wav,2.688,87314,TTE WAIVIL BEATS ME THE OK AND NAY
IISc_VaaniProject_M_AP_Vishakap_SAna99305_1544220000_APVHC_75242_18645_21333.wav,2.688,87314,LEARN TO DAN ANAGL AND GO AN GO AN GO WAKIN TE
IISc_VaaniProject_M_CG_Korba_Radh68009_0604150000_UPVNGA_1188_13209_15897.wav,2.688,87314,LETTIN HAVE THAT CUCHO WHOM TEY GIVE WAT ADA
IISc_VaaniProject_M_CG_Korba_Mano03245_0032510000_UPVNAC_98448_704_3392.wav,2.688,87314,I GROT AAO I
IISc_VaaniProject_M_CG_Korba_Mini22525_0732520000_CGKBGA_72188_7813_10501.wav,2.688,87314,HICH GOD COULDEWY DECRANHAM OR
IISc_VaaniProject_M_CG_Korba_Rohi44567_1339450000_CGKBJAT_334811_19712_22400.wav,2.688,87314,SMELAJIOCUE O ELO EN DOCIDE
IISc_VaaniProject_M_CG_Korba_Muke98023_0355430000_TGKPR_211559_15253_17941.wav,2.688,87314,N LORD ATAWELING HAD THAT HA SADI
IISc_VaaniProject_M_CG_Korba_Neel06540_1611460000_CGKBWP_334199_10210_12898.wav,2.688,87314,WORTHAT BY GAT YOU BAT OU FEAR OF THE KI DID AN HE
IISc_VaaniProject_M_CG_Korba_Shik33720_0911410000_KTDKAHIS_62564_4170_6858.wav,2.688,87314,O ME TIKE TET FAD O A DE FEON OF THAT I
IISc_VaaniProject_M_CG_Korba_Roop32609_1759500000_CGKBSR_201167_16552_19240.wav,2.688,87314,BURD I HAS YON OFER GAD HE'LL GET I FITING WIT Y
IISc_VaaniProject_M_CG_Korba_Radh68009_0527540000_CGKBPC_43390_6019_8707.wav,2.688,87314,JUST MEANS HE SET A DAGA
IISc_VaaniProject_M_CG_Korba_Sars39713_0730410000_TGNLHIS_212203_13717_16405.wav,2.688,87314,TOLD ME DOIN BETHER HE WETHER HE GATL TAP BITLE HE
IISc_VaaniProject_M_CG_Korba_Shik33720_1316050000_CGKBOTHER_334930_14252_16940.wav,2.688,87314,GUY  BOT SADE GENAN TE CI DERAHE
IISc_VaaniProject_M_CG_Korba_Kave49997_1650470000_APATPP_190258_8938_11626.wav,2.688,87314,BUT I TALE THE THIN GOT HA HAIR BEE
IISc_VaaniProject_M_CG_Korba_Sanu06273_0537340000_CGKBOTHER_334236_10517_13205.wav,2.688,87314,NO BIT OFI FUNNY COIN
IISc_VaaniProject_M_CG_Korba_Muke98023_0344160000_CGKBMA_43116_13013_15701.wav,2.688,87314,MARCE ISHE O GIVE UP THE TAGT MAGERE
IISc_VaaniProject_M_CG_Korba_Neel06540_1619060000_CGKBPC_43016_7698_10386.wav,2.688,87314,O OM GIVE AD TITLE FETTY BY JUDGE WI FO WA HE
IISc_VaaniProject_M_CG_Korba_Shik33720_1319030000_CGKBIS_206313_4326_7014.wav,2.688,87314,E TOOO THOW OM E BOMERASM GEN AS AAD I
IISc_VaaniProject_M_CG_Korba_Aaft53489_0503360000_CGBTHEC_195158_13257_15945.wav,2.688,87314,SANDE DIX WI OSADY MEDISIN DO KI WE E
IISc_VaaniProject_M_CG_Korba_Kave49997_1702160000_CGKBPG_72108_13994_16682.wav,2.688,87314,ADNIMANDICATI OVER LIVERLI
IISc_VaaniProject_M_CG_Korba_Rekh23544_1136260000_CGKBDAF_334445_0_2688.wav,2.688,87314,HACK WHIC ALL SHEK IS NESS A MAO CHELL RA
IISc_VaaniProject_M_CG_Korba_Puna55772_1108350000_CGBTGS_96820_256_2944.wav,2.688,87314,VICNEN BOR BORAFKIEN A BOKON E
IISc_VaaniProject_M_CG_Korba_Kish50790_1604210000_CGKBBE_334291_1440_4128.wav,2.688,87314,SOONER ABERG WOULD BE TO ME
IISc_VaaniProject_M_CG_Korba_Riya82492_1219270000_KTDKAMT_33317_18656_21344.wav,2.688,87314,GU NAKELY WE MIDED AP OM TE JAS AT
IISc_VaaniProject_M_CG_Korba_Mahi73245_1400510000_CGKBCO_87271_8273_10961.wav,2.688,87314,HAR NEE JA A HORD SADLY
IISc_VaaniProject_M_CG_Korba_Gopi76826_1518100000_CGKBCO_236372_11968_14656.wav,2.688,87314,LITTLE O TEKISSIN CREEKIN LOU TO A KI
IISc_VaaniProject_M_CG_Korba_Priy82348_0736240000_CGBTIM_301828_10090_12778.wav,2.688,87314,DEAD IT A HABAAGA BOBO BOHORD THAT
IISc_VaaniProject_M_CG_Korba_Sang69743_1657420000_JKJHE_370496_1237_3925.wav,2.688,87314,CANHEAPOMCA THHOUGH I
IISc_VaaniProject_M_CG_Korba_Kave49997_1720460000_TGNLSC_15238_6453_9141.wav,2.688,87314,BRATI MAMBANY WHOE HAL LINE SAY
IISc_VaaniProject_M_CG_Korba_Puna55772_1055570000_CGKBSR_201170_21632_24320.wav,2.688,87314,A LAVA MANA MORNER MORE THAT
IISc_VaaniProject_M_CG_Korba_Sang69743_1703410000_CGKBSH_43038_9237_11925.wav,2.688,87314,BARNILA PUTAO LE ROMOSTARE
IISc_VaaniProject_M_CG_Korba_Kabh92960_0932140000_CGKBOTHER_334558_19840_22528.wav,2.688,87314,ADLY FORA A TUMMER OF MASS BELOVER
IISc_VaaniProject_M_CG_Korba_Rame16820_1425080000_CGKBFOS_231770_419_3107.wav,2.688,87314,AMI BADEL THE CAI DIRAHAHI
IISc_VaaniProject_M_CG_Korba_Sang69743_1726270000_CGKBIS_221288_885_3573.wav,2.688,87314,DIN A DI E RETTY WITON HEJUNGA
IISc_VaaniProject_M_CG_Korba_Ammu49298_0130240000_CGBTEV_96614_14002_16690.wav,2.688,87314,EEGDOLICU POLUTERA WIT THE CRY HEHE
IISc_VaaniProject_M_WB_DakshinDinajpur_Akas49154_0756390000_APCTBR_72923_7007_9695.wav,2.688,87314,A SHAMNE HATHE DE DA YARS IN ABON
IISc_VaaniProject_S_WestBengal_DakshinDinajpur_67505_9727931_CGKDBIS_81337_4986_7674.wav,2.688,87314,ACTIV BOGDONDE RICH E  BOGTE
IISc_VaaniProject_M_WB_DakshinDinajpur_Kaus60938_0951290000_WBDDIWP_150988_6208_8896.wav,2.688,87314,UBRITE FROM DIRECTA DOLLACHO THE CANOLTE
IISc_VaaniProject_M_WB_DakshinDinajpur_Runu61458_0449260000_BHECHCOS_356595_14916_17604.wav,2.688,87314,OULD HAVE PILONGIN IT COULDN'T DO TO BE SKITTED BACKET THAT SA
IISc_VaaniProject_M_WB_DakshinDinajpur_Akas49154_0747370000_APVDAF_74671_14435_17123.wav,2.688,87314,A TAT PYA TURNIKING BU TOSH T STON LO
IISc_VaaniProject_M_WB_DakshinDinajpur_Papa26603_0921170000_BHJMCS_302500_6059_8747.wav,2.688,87314,EVON IT TE ONIC BOTLEBOTLE QUIK T
IISc_VaaniProject_M_WB_DakshinDinajpur_MDAl03770_1404110000_APCTFIM_173764_1455_4143.wav,2.688,87314,EDIETI MARCERE BADE RETWUBY
IISc_VaaniProject_M_WB_DakshinDinajpur_Chan63705_1723270000_WBBC_132192_15572_18260.wav,2.688,87314,ITONDICA AROONIC BUIDICTE PATAT SI
IISc_VaaniProject_M_WB_DakshinDinajpur_Priy07404_1450350000_BHJMBC_214448_4881_7569.wav,2.688,87314,UITO MANUCH ROETE THE CANDITE
IISc_VaaniProject_M_WB_DakshinDinajpur_Mist37352_0356260000_OF_241055_9722_12410.wav,2.688,87314,A NE PLUGGA YEAR BODY TO LAVE NAUGT YO
IISc_VaaniProject_M_WB_DakshinDinajpur_Mist11798_1431480000_APCTBO_227210_12255_14943.wav,2.688,87314,TO DRAW OFF THROUGH THE WAY WALE I ON CHINK DI LIGI
IISc_VaaniProject_M_WB_DakshinDinajpur_Shre04391_1008390000_WBDDIOTHER_324537_4583_7271.wav,2.688,87314,SHE SERVISENTITY SHUTTERBONDO
IISc_VaaniProject_M_WB_DakshinDinajpur_Supr91575_1210010000_UPVNFN_199968_12126_14814.wav,2.688,87314,EG DON SOMENE QUIKTY BA JOLLER BUTTO DA AETE
IISc_VaaniProject_M_WB_DakshinDinajpur_Rina02846_1330280000_WBDDIICC_325038_6161_8849.wav,2.688,87314,ARTI BA HILUTOSTA CUA SE
IISc_VaaniProject_M_WB_DakshinDinajpur_Chai30456_1240190000_GT_240827_3344_6032.wav,2.688,87314,FAM NICACO WAS ANARTI POWER WON THE TAPADI
IISc_VaaniProject_M_WB_DakshinDinajpur_MDAl03770_1409200000_WBDDIMA_216629_4313_7001.wav,2.688,87314,RASTE ONIC PUTO EVEN OR TWO
IISc_VaaniProject_M_WB_DakshinDinajpur_Saya27349_0328320000_TGKDA_82169_907_3595.wav,2.688,87314,WO WITH THE DACONOLOGER IF TE GUALMORTI
IISc_VaaniProject_M_WB_DakshinDinajpur_Mili84159_1009020000_TGKGY_20327_17854_20542.wav,2.688,87314,SHILLIN ME THE DIED TO DIING A DIANA SHOB THERE I
IISc_VaaniProject_M_WB_DakshinDinajpur_Kous30870_0749000000_WBDDIWP_150989_1103_3791.wav,2.688,87314,SHAMNEPTI BORAL DOLOSHIDEFADET
IISc_VaaniProject_M_CG_Sarguja_Sahd32645_1224120000_CGSGBA_19829_4279_6967.wav,2.688,87314,COME WIT HIM E PENTAL LIGH DE GUY HER
IISc_VaaniProject_M_CG_Sarguja_Ajit25674_0214270000_CGSGST_170171_14858_17546.wav,2.688,87314,ANCAUSE SHE TE CHOLKATANTORE HE
IISc_VaaniProject_M_CG_Sarguja_lav45126_1047470000_CGSGZO_20524_11989_14677.wav,2.688,87314,E NA WULD HARRY HADI BIT FOR TE
IISc_VaaniProject_M_CG_Sarguja_lav45126_1111230000_WBN24PFO_220232_15381_18069.wav,2.688,87314,WHERE SELACTA WERE SET TO DECRAT DERA E
IISc_VaaniProject_M_CG_Sarguja_Sahi26870_1652300000_MRACO_323677_17455_20143.wav,2.688,87314,YAGE BOT E WAIT GLOD WE A CAN E
IISc_VaaniProject_M_CG_Sarguja_Nira67395_1226440000_CGSGTE_19668_10304_12992.wav,2.688,87314,AYAC YOU HADAANGE LAYCABOG BOGGLA BARATE
IISc_VaaniProject_M_CG_Sarguja_anja51254_0721170000_CGSGFL_89174_21397_24085.wav,2.688,87314,BADER HE HAD OUTRACKED IT HORDER HE AN
IISc_VaaniProject_M_CG_Sarguja_Brij17239_0648030000_CGSGPP_187133_17536_20224.wav,2.688,87314,IS BA SOSPA DATHE HE
IISc_VaaniProject_M_CG_Sarguja_prmo64215_1328360000_CGSGMR_27921_19306_21994.wav,2.688,87314,NE NA DEGAIN ME FADAGAHA
IISc_VaaniProject_M_CG_Sarguja_anki24587_1227150000_KTCMFM_28997_17365_20053.wav,2.688,87314,WHEN THE RUTIN WAS AND PUSH APATON A CANARERGI
IISc_VaaniProject_M_CG_Sarguja_mano65794_1045140000_CGSGFT_86088_20682_23370.wav,2.688,87314,IVING I CAN'T GET THAT WHILE JUST HOD BY AWAY
IISc_VaaniProject_M_CG_Sarguja_Sura29341_0818570000_CGSGHE_27808_725_3413.wav,2.688,87314,YEH BUT MCA
IISc_VaaniProject_M_CG_Sarguja_Savi79866_0634530000_CGBTCS_45698_8672_11360.wav,2.688,87314,TACOND HACADICY THE ADITO  HIS DIGE AT A HEAD OF BO
IISc_VaaniProject_M_CG_Sarguja_Gula15687_0423490000_KTDKAMT_33307_18581_21269.wav,2.688,87314,O BUT TOMANDICOT IS CUOPPER TOWNHAR
IISc_VaaniProject_M_CG_Sarguja_ranb61245_0647220000_TGKMR_8252_16384_19072.wav,2.688,87314,BUT THEY LINGLERS A A  WECU THEY HAVE BEGIN
IISc_VaaniProject_M_CG_Sarguja_ranb61245_0646420000_CGSGHE_27796_704_3392.wav,2.688,87314,BEAIK SUREDY BAGMIC SWA
IISc_VaaniProject_M_CG_Sarguja_Sahi26870_1641060000_CGSGFIM_19824_4678_7366.wav,2.688,87314,LEFT SIR MELDO DOK LOKAT O BERTRECAN
IISc_VaaniProject_M_CG_Sarguja_Vinn96325_0505280000_CGSGML_293053_16512_19200.wav,2.688,87314,ODISPENT INITIME MOSADEI
IISc_VaaniProject_M_CG_Sarguja_anja51254_0716450000_CGSGMR_27866_2346_5034.wav,2.688,87314,YEUR HIAC MARRIAGE HOLD THE KIDY T HER EA
IISc_VaaniProject_M_CG_Sarguja_Suni74120_0957520000_CGSGST_170174_5152_7840.wav,2.688,87314,OR LAN LEISY CUBBER NOWAH
IISc_VaaniProject_M_CG_Sarguja_jaga56489_0626070000_CGSGGA_20564_21888_24576.wav,2.688,87314,MATA DE CATELATIN OTTEAN COCARVIER
IISc_VaaniProject_M_CG_Sarguja_Nite47008_1009490000_TGNLAMP_149475_17045_19733.wav,2.688,87314,BOTEADM AND HURRY INTO A LAPIERR
IISc_VaaniProject_M_CG_Sarguja_Ramp47583_0629230000_CGSGBR_87147_14272_16960.wav,2.688,87314,BILCON CALA DI CAIDERARA OR
IISc_VaaniProject_M_CG_Sarguja_raje56987_0445020000_TGKTR_217866_12480_15168.wav,2.688,87314,OL I O CANOTIC AN NOTIM PUTANE
IISc_VaaniProject_M_CG_Sarguja_chan94112_0407270000_KTCMHEC_136323_8640_11328.wav,2.688,87314,GORIHASI TO CHOTESI GHARADI CATHE
IISc_VaaniProject_M_CG_Sarguja_rama45798_0103020000_CGSGIM_167642_11477_14165.wav,2.688,87314,AWASA PETIHAR MADE'S GADON HOUSESA PETTY
IISc_VaaniProject_M_CG_Sarguja_kavi15698_0929170000_KTBBO_197927_2368_5056.wav,2.688,87314,EA HAMMAA BREADONA TE DE COBURO
IISc_VaaniProject_M_CG_Sarguja_Tris48540_0230300000_CGSGBR_87147_18304_20992.wav,2.688,87314,ITTO ROD HAVE BODSAF TO TRAPI TE CRA
IISc_VaaniProject_M_CG_Sarguja_bhar35478_0946550000_KTDHTHP_172663_8970_11658.wav,2.688,87314,BARD HEAD IGBAT HE
IISc_VaaniProject_M_CG_Sarguja_prmo64215_1359550000_TGKOF_203059_11626_14314.wav,2.688,87314,O GO BARRA SEBE SA DAR WHO A HEAD LILE
IISc_VaaniProject_M_CG_Sarguja_Saku41535_0551250000_CGSGST_125752_17344_20032.wav,2.688,87314,OLD E MUTIGA
IISc_VaaniProject_M_CG_Sarguja_Hari52139_0245400000_CGSGMOT_119600_4032_6720.wav,2.688,87314,IAHABAD BOHUSADE RIG THI
IISc_VaaniProject_M_CG_Sarguja_rama45798_0523480000_CGSGSTF_83444_7701_10389.wav,2.688,87314,AIATEMBRADI CUTULICAIHARI
IISc_VaaniProject_M_CG_Sarguja_poon59988_1202070000_CGSGOTHER_292903_7752_10440.wav,2.688,87314,ODOM GIVA GON BACT GON  NEVE WHE
IISc_VaaniProject_M_CG_Sarguja_kush15648_1131470000_CGSGWOHS_89247_14762_17450.wav,2.688,87314,NO KIP ALT TIS FROM THAT LUGRAA HE
IISc_VaaniProject_M_CG_Sarguja_Asho35144_1108170000_CGSGCA_86343_8533_11221.wav,2.688,87314,PASDEM ANDELA DI CATE
IISc_VaaniProject_M_CG_Sarguja_Shiv65245_1215110000_OF_241055_9312_12000.wav,2.688,87314,ITO GREED THAT I EXORDERAT I OR I
IISc_VaaniProject_M_CG_Sarguja_mesh96566_0448020000_CGSGSH_54889_16192_18880.wav,2.688,87314,HUNTYBIRDAY BON SATABANA WERE HA
IISc_VaaniProject_M_CG_Sarguja_Yase73800_1558500000_UPVNBU_191391_798_3486.wav,2.688,87314,ISTITROME HAM DES A TEEQI
IISc_VaaniProject_M_CG_Sarguja_raju95789_0352310000_BHGGFIM_150486_10624_13312.wav,2.688,87314,ABA GE GOT A THACKL WAN I BE CUT I HEAR
IISc_VaaniProject_M_CG_Sarguja_Lily73069_1604550000_BHVSBU_338207_2688_5376.wav,2.688,87314,A BUSMAN BEHOD TAT APPEARED HA BE
IISc_VaaniProject_M_CG_Sarguja_Lily73069_1615370000_CGBMEX_346522_12288_14976.wav,2.688,87314,AN KICK E BY HAD WE OUD BI O YOU SERVING
IISc_VaaniProject_M_CG_Sarguja_Jaya23632_0055460000_CGSGTE_20638_9130_11818.wav,2.688,87314,E TIM IT THA WADGER HEAD TO BE BUN HER
IISc_VaaniProject_M_CG_Sarguja_Ramu65258_1325210000_CGBTDAF_206415_7680_10368.wav,2.688,87314,ASA LAVRA GI I
IISc_VaaniProject_M_CG_Sarguja_Rani73061_1050120000_BHGGCO_363674_11178_13866.wav,2.688,87314,ASADIUS AN LASADED OR
IISc_VaaniProject_M_CG_Sarguja_Such08322_1233150000_CGSGHC_86566_4225_6913.wav,2.688,87314,BU LITTLE MOLIKIN WOULD TIK O AK A LITTLE AL
